x               y               z               Bmag            
    -4.59543    -8.17665    -3.48384    18.57119
    -4.59438    -8.17542    -3.48422    18.58289
    -4.59332    -8.17419    -3.48460    18.59460
    -4.59226    -8.17296    -3.48498    18.60632
    -4.59121    -8.17173    -3.48536    18.61805
    -4.59015    -8.17050    -3.48574    18.62978
    -4.58909    -8.16927    -3.48612    18.64152
    -4.58803    -8.16803    -3.48650    18.65327
    -4.58698    -8.16680    -3.48688    18.66502
    -4.58592    -8.16557    -3.48726    18.67678
    -4.58486    -8.16434    -3.48764    18.68855
    -4.58381    -8.16311    -3.48802    18.70032
    -4.58275    -8.16188    -3.48840    18.71210
    -4.58170    -8.16064    -3.48878    18.72389
    -4.58064    -8.15941    -3.48916    18.73569
    -4.57958    -8.15818    -3.48954    18.74749
    -4.57853    -8.15695    -3.48992    18.75930
    -4.57747    -8.15572    -3.49030    18.77111
    -4.57641    -8.15449    -3.49068    18.78293
    -4.57536    -8.15325    -3.49106    18.79476
    -4.57430    -8.15202    -3.49144    18.80660
    -4.57324    -8.15079    -3.49182    18.81844
    -4.57219    -8.14956    -3.49220    18.83029
    -4.57113    -8.14833    -3.49258    18.84215
    -4.57008    -8.14709    -3.49296    18.85401
    -4.56902    -8.14586    -3.49334    18.86588
    -4.56796    -8.14463    -3.49372    18.87776
    -4.56691    -8.14340    -3.49410    18.88965
    -4.56585    -8.14216    -3.49448    18.90154
    -4.56480    -8.14093    -3.49486    18.91344
    -4.56374    -8.13970    -3.49524    18.92534
    -4.56269    -8.13847    -3.49562    18.93725
    -4.56163    -8.13723    -3.49600    18.94917
    -4.56057    -8.13600    -3.49638    18.96110
    -4.55952    -8.13477    -3.49676    18.97303
    -4.55846    -8.13354    -3.49714    18.98498
    -4.55741    -8.13230    -3.49752    18.99692
    -4.55635    -8.13107    -3.49790    19.00888
    -4.55530    -8.12984    -3.49828    19.02084
    -4.55424    -8.12861    -3.49866    19.03281
    -4.55318    -8.12737    -3.49904    19.04478
    -4.55213    -8.12614    -3.49942    19.05677
    -4.55107    -8.12491    -3.49980    19.06875
    -4.55002    -8.12367    -3.50018    19.08075
    -4.54896    -8.12244    -3.50056    19.09276
    -4.54791    -8.12121    -3.50094    19.10477
    -4.54685    -8.11998    -3.50131    19.11678
    -4.54580    -8.11874    -3.50169    19.12881
    -4.54474    -8.11751    -3.50207    19.14084
    -4.54369    -8.11628    -3.50245    19.15288
    -4.54263    -8.11504    -3.50283    19.16492
    -4.54158    -8.11381    -3.50321    19.17698
    -4.54052    -8.11258    -3.50359    19.18904
    -4.53947    -8.11134    -3.50397    19.20110
    -4.53841    -8.11011    -3.50435    19.21318
    -4.53736    -8.10888    -3.50473    19.22526
    -4.53630    -8.10764    -3.50511    19.23735
    -4.53525    -8.10641    -3.50549    19.24944
    -4.53419    -8.10518    -3.50586    19.26155
    -4.53314    -8.10394    -3.50624    19.27366
    -4.53208    -8.10271    -3.50662    19.28577
    -4.53103    -8.10147    -3.50700    19.29790
    -4.52998    -8.10024    -3.50738    19.31003
    -4.52892    -8.09901    -3.50776    19.32217
    -4.52787    -8.09777    -3.50814    19.33431
    -4.52681    -8.09654    -3.50852    19.34646
    -4.52576    -8.09530    -3.50889    19.35862
    -4.52470    -8.09407    -3.50927    19.37079
    -4.52365    -8.09284    -3.50965    19.38296
    -4.52259    -8.09160    -3.51003    19.39514
    -4.52154    -8.09037    -3.51041    19.40733
    -4.52049    -8.08913    -3.51079    19.41953
    -4.51943    -8.08790    -3.51117    19.43173
    -4.51838    -8.08667    -3.51154    19.44394
    -4.51732    -8.08543    -3.51192    19.45615
    -4.51627    -8.08420    -3.51230    19.46838
    -4.51522    -8.08296    -3.51268    19.48061
    -4.51416    -8.08173    -3.51306    19.49285
    -4.51311    -8.08049    -3.51344    19.50509
    -4.51205    -8.07926    -3.51381    19.51734
    -4.51100    -8.07803    -3.51419    19.52960
    -4.50995    -8.07679    -3.51457    19.54187
    -4.50889    -8.07556    -3.51495    19.55414
    -4.50784    -8.07432    -3.51533    19.56643
    -4.50678    -8.07309    -3.51571    19.57871
    -4.50573    -8.07185    -3.51608    19.59101
    -4.50468    -8.07062    -3.51646    19.60331
    -4.50362    -8.06938    -3.51684    19.61562
    -4.50257    -8.06815    -3.51722    19.62794
    -4.50152    -8.06691    -3.51760    19.64026
    -4.50046    -8.06568    -3.51797    19.65260
    -4.49941    -8.06444    -3.51835    19.66494
    -4.49836    -8.06321    -3.51873    19.67728
    -4.49730    -8.06197    -3.51911    19.68964
    -4.49625    -8.06074    -3.51948    19.70200
    -4.49520    -8.05950    -3.51986    19.71436
    -4.49414    -8.05827    -3.52024    19.72674
    -4.49309    -8.05703    -3.52062    19.73912
    -4.49204    -8.05580    -3.52099    19.75151
    -4.49098    -8.05456    -3.52137    19.76391
    -4.48993    -8.05332    -3.52175    19.77631
    -4.48888    -8.05209    -3.52213    19.78873
    -4.48782    -8.05085    -3.52250    19.80114
    -4.48677    -8.04962    -3.52288    19.81357
    -4.48572    -8.04838    -3.52326    19.82600
    -4.48467    -8.04715    -3.52364    19.83845
    -4.48361    -8.04591    -3.52401    19.85089
    -4.48256    -8.04468    -3.52439    19.86335
    -4.48151    -8.04344    -3.52477    19.87581
    -4.48046    -8.04220    -3.52515    19.88828
    -4.47940    -8.04097    -3.52552    19.90076
    -4.47835    -8.03973    -3.52590    19.91324
    -4.47730    -8.03850    -3.52628    19.92574
    -4.47624    -8.03726    -3.52665    19.93824
    -4.47519    -8.03602    -3.52703    19.95074
    -4.47414    -8.03479    -3.52741    19.96326
    -4.47309    -8.03355    -3.52778    19.97578
    -4.47203    -8.03232    -3.52816    19.98831
    -4.47098    -8.03108    -3.52854    20.00084
    -4.46993    -8.02984    -3.52891    20.01339
    -4.46888    -8.02861    -3.52929    20.02594
    -4.46783    -8.02737    -3.52967    20.03850
    -4.46677    -8.02613    -3.53004    20.05106
    -4.46572    -8.02490    -3.53042    20.06364
    -4.46467    -8.02366    -3.53080    20.07622
    -4.46362    -8.02242    -3.53117    20.08881
    -4.46256    -8.02119    -3.53155    20.10140
    -4.46151    -8.01995    -3.53193    20.11400
    -4.46046    -8.01871    -3.53230    20.12662
    -4.45941    -8.01748    -3.53268    20.13923
    -4.45836    -8.01624    -3.53305    20.15186
    -4.45731    -8.01500    -3.53343    20.16449
    -4.45625    -8.01377    -3.53381    20.17713
    -4.45520    -8.01253    -3.53418    20.18978
    -4.45415    -8.01129    -3.53456    20.20243
    -4.45310    -8.01005    -3.53493    20.21510
    -4.45205    -8.00882    -3.53531    20.22777
    -4.45100    -8.00758    -3.53569    20.24044
    -4.44994    -8.00634    -3.53606    20.25313
    -4.44889    -8.00511    -3.53644    20.26582
    -4.44784    -8.00387    -3.53681    20.27852
    -4.44679    -8.00263    -3.53719    20.29123
    -4.44574    -8.00139    -3.53756    20.30394
    -4.44469    -8.00016    -3.53794    20.31666
    -4.44363    -7.99892    -3.53832    20.32939
    -4.44258    -7.99768    -3.53869    20.34213
    -4.44153    -7.99644    -3.53907    20.35488
    -4.44048    -7.99521    -3.53944    20.36763
    -4.43943    -7.99397    -3.53982    20.38039
    -4.43838    -7.99273    -3.54019    20.39316
    -4.43733    -7.99149    -3.54057    20.40593
    -4.43628    -7.99026    -3.54094    20.41871
    -4.43523    -7.98902    -3.54132    20.43150
    -4.43417    -7.98778    -3.54169    20.44430
    -4.43312    -7.98654    -3.54207    20.45710
    -4.43207    -7.98530    -3.54244    20.46992
    -4.43102    -7.98407    -3.54282    20.48274
    -4.42997    -7.98283    -3.54319    20.49557
    -4.42892    -7.98159    -3.54357    20.50840
    -4.42787    -7.98035    -3.54394    20.52124
    -4.42682    -7.97911    -3.54432    20.53409
    -4.42577    -7.97787    -3.54469    20.54695
    -4.42472    -7.97664    -3.54507    20.55982
    -4.42367    -7.97540    -3.54544    20.57269
    -4.42262    -7.97416    -3.54582    20.58557
    -4.42157    -7.97292    -3.54619    20.59846
    -4.42052    -7.97168    -3.54657    20.61136
    -4.41946    -7.97044    -3.54694    20.62426
    -4.41841    -7.96920    -3.54731    20.63717
    -4.41736    -7.96797    -3.54769    20.65009
    -4.41631    -7.96673    -3.54806    20.66302
    -4.41526    -7.96549    -3.54844    20.67595
    -4.41421    -7.96425    -3.54881    20.68889
    -4.41316    -7.96301    -3.54919    20.70184
    -4.41211    -7.96177    -3.54956    20.71480
    -4.41106    -7.96053    -3.54993    20.72776
    -4.41001    -7.95929    -3.55031    20.74073
    -4.40896    -7.95805    -3.55068    20.75371
    -4.40791    -7.95681    -3.55105    20.76670
    -4.40686    -7.95558    -3.55143    20.77970
    -4.40581    -7.95434    -3.55180    20.79270
    -4.40476    -7.95310    -3.55218    20.80571
    -4.40371    -7.95186    -3.55255    20.81873
    -4.40266    -7.95062    -3.55292    20.83176
    -4.40161    -7.94938    -3.55330    20.84479
    -4.40056    -7.94814    -3.55367    20.85783
    -4.39951    -7.94690    -3.55404    20.87088
    -4.39846    -7.94566    -3.55442    20.88394
    -4.39741    -7.94442    -3.55479    20.89700
    -4.39637    -7.94318    -3.55516    20.91007
    -4.39532    -7.94194    -3.55554    20.92315
    -4.39427    -7.94070    -3.55591    20.93624
    -4.39322    -7.93946    -3.55628    20.94934
    -4.39217    -7.93822    -3.55666    20.96244
    -4.39112    -7.93698    -3.55703    20.97555
    -4.39007    -7.93574    -3.55740    20.98867
    -4.38902    -7.93450    -3.55777    21.00180
    -4.38797    -7.93326    -3.55815    21.01493
    -4.38692    -7.93202    -3.55852    21.02807
    -4.38587    -7.93078    -3.55889    21.04122
    -4.38482    -7.92954    -3.55926    21.05438
    -4.38377    -7.92830    -3.55964    21.06755
    -4.38272    -7.92706    -3.56001    21.08072
    -4.38168    -7.92582    -3.56038    21.09390
    -4.38063    -7.92458    -3.56075    21.10709
    -4.37958    -7.92334    -3.56113    21.12029
    -4.37853    -7.92210    -3.56150    21.13349
    -4.37748    -7.92086    -3.56187    21.14670
    -4.37643    -7.91962    -3.56224    21.15992
    -4.37538    -7.91838    -3.56261    21.17315
    -4.37433    -7.91713    -3.56299    21.18639
    -4.37328    -7.91589    -3.56336    21.19963
    -4.37224    -7.91465    -3.56373    21.21288
    -4.37119    -7.91341    -3.56410    21.22614
    -4.37014    -7.91217    -3.56447    21.23941
    -4.36909    -7.91093    -3.56485    21.25269
    -4.36804    -7.90969    -3.56522    21.26597
    -4.36699    -7.90845    -3.56559    21.27926
    -4.36595    -7.90721    -3.56596    21.29256
    -4.36490    -7.90597    -3.56633    21.30586
    -4.36385    -7.90472    -3.56670    21.31918
    -4.36280    -7.90348    -3.56707    21.33250
    -4.36175    -7.90224    -3.56745    21.34583
    -4.36070    -7.90100    -3.56782    21.35917
    -4.35966    -7.89976    -3.56819    21.37252
    -4.35861    -7.89852    -3.56856    21.38587
    -4.35756    -7.89727    -3.56893    21.39923
    -4.35651    -7.89603    -3.56930    21.41260
    -4.35546    -7.89479    -3.56967    21.42598
    -4.35442    -7.89355    -3.57004    21.43937
    -4.35337    -7.89231    -3.57041    21.45276
    -4.35232    -7.89107    -3.57078    21.46616
    -4.35127    -7.88982    -3.57115    21.47957
    -4.35022    -7.88858    -3.57153    21.49299
    -4.34918    -7.88734    -3.57190    21.50641
    -4.34813    -7.88610    -3.57227    21.51985
    -4.34708    -7.88486    -3.57264    21.53329
    -4.34603    -7.88361    -3.57301    21.54674
    -4.34499    -7.88237    -3.57338    21.56020
    -4.34394    -7.88113    -3.57375    21.57366
    -4.34289    -7.87989    -3.57412    21.58714
    -4.34184    -7.87864    -3.57449    21.60062
    -4.34079    -7.87740    -3.57486    21.61411
    -4.33975    -7.87616    -3.57523    21.62760
    -4.33870    -7.87492    -3.57560    21.64111
    -4.33765    -7.87367    -3.57597    21.65462
    -4.33661    -7.87243    -3.57634    21.66814
    -4.33556    -7.87119    -3.57671    21.68167
    -4.33451    -7.86995    -3.57708    21.69521
    -4.33346    -7.86870    -3.57745    21.70876
    -4.33242    -7.86746    -3.57781    21.72231
    -4.33137    -7.86622    -3.57818    21.73587
    -4.33032    -7.86497    -3.57855    21.74944
    -4.32928    -7.86373    -3.57892    21.76302
    -4.32823    -7.86249    -3.57929    21.77661
    -4.32718    -7.86125    -3.57966    21.79020
    -4.32613    -7.86000    -3.58003    21.80380
    -4.32509    -7.85876    -3.58040    21.81741
    -4.32404    -7.85752    -3.58077    21.83103
    -4.32299    -7.85627    -3.58114    21.84466
    -4.32195    -7.85503    -3.58151    21.85829
    -4.32090    -7.85379    -3.58187    21.87194
    -4.31985    -7.85254    -3.58224    21.88559
    -4.31881    -7.85130    -3.58261    21.89925
    -4.31776    -7.85005    -3.58298    21.91291
    -4.31671    -7.84881    -3.58335    21.92659
    -4.31567    -7.84757    -3.58372    21.94027
    -4.31462    -7.84632    -3.58409    21.95396
    -4.31357    -7.84508    -3.58445    21.96766
    -4.31253    -7.84384    -3.58482    21.98137
    -4.31148    -7.84259    -3.58519    21.99509
    -4.31044    -7.84135    -3.58556    22.00881
    -4.30939    -7.84010    -3.58593    22.02254
    -4.30834    -7.83886    -3.58629    22.03629
    -4.30730    -7.83762    -3.58666    22.05003
    -4.30625    -7.83637    -3.58703    22.06379
    -4.30520    -7.83513    -3.58740    22.07756
    -4.30416    -7.83388    -3.58776    22.09133
    -4.30311    -7.83264    -3.58813    22.10511
    -4.30207    -7.83139    -3.58850    22.11890
    -4.30102    -7.83015    -3.58887    22.13270
    -4.29997    -7.82890    -3.58923    22.14651
    -4.29893    -7.82766    -3.58960    22.16032
    -4.29788    -7.82642    -3.58997    22.17414
    -4.29684    -7.82517    -3.59034    22.18797
    -4.29579    -7.82393    -3.59070    22.20181
    -4.29475    -7.82268    -3.59107    22.21566
    -4.29370    -7.82144    -3.59144    22.22952
    -4.29265    -7.82019    -3.59180    22.24338
    -4.29161    -7.81895    -3.59217    22.25725
    -4.29056    -7.81770    -3.59254    22.27113
    -4.28952    -7.81646    -3.59290    22.28502
    -4.28847    -7.81521    -3.59327    22.29892
    -4.28743    -7.81397    -3.59364    22.31283
    -4.28638    -7.81272    -3.59400    22.32674
    -4.28534    -7.81148    -3.59437    22.34066
    -4.28429    -7.81023    -3.59473    22.35459
    -4.28324    -7.80898    -3.59510    22.36853
    -4.28220    -7.80774    -3.59547    22.38248
    -4.28115    -7.80649    -3.59583    22.39643
    -4.28011    -7.80525    -3.59620    22.41040
    -4.27906    -7.80400    -3.59656    22.42437
    -4.27802    -7.80276    -3.59693    22.43835
    -4.27697    -7.80151    -3.59730    22.45234
    -4.27593    -7.80026    -3.59766    22.46634
    -4.27488    -7.79902    -3.59803    22.48034
    -4.27384    -7.79777    -3.59839    22.49436
    -4.27279    -7.79653    -3.59876    22.50838
    -4.27175    -7.79528    -3.59912    22.52241
    -4.27070    -7.79403    -3.59949    22.53645
    -4.26966    -7.79279    -3.59985    22.55050
    -4.26861    -7.79154    -3.60022    22.56455
    -4.26757    -7.79030    -3.60058    22.57862
    -4.26653    -7.78905    -3.60095    22.59269
    -4.26548    -7.78780    -3.60131    22.60677
    -4.26444    -7.78656    -3.60168    22.62086
    -4.26339    -7.78531    -3.60204    22.63496
    -4.26235    -7.78406    -3.60241    22.64906
    -4.26130    -7.78282    -3.60277    22.66318
    -4.26026    -7.78157    -3.60314    22.67730
    -4.25921    -7.78032    -3.60350    22.69144
    -4.25817    -7.77908    -3.60386    22.70558
    -4.25713    -7.77783    -3.60423    22.71972
    -4.25608    -7.77658    -3.60459    22.73388
    -4.25504    -7.77534    -3.60496    22.74805
    -4.25399    -7.77409    -3.60532    22.76222
    -4.25295    -7.77284    -3.60568    22.77640
    -4.25190    -7.77160    -3.60605    22.79060
    -4.25086    -7.77035    -3.60641    22.80480
    -4.24982    -7.76910    -3.60678    22.81900
    -4.24877    -7.76785    -3.60714    22.83322
    -4.24773    -7.76661    -3.60750    22.84745
    -4.24668    -7.76536    -3.60787    22.86168
    -4.24564    -7.76411    -3.60823    22.87592
    -4.24460    -7.76286    -3.60859    22.89017
    -4.24355    -7.76162    -3.60896    22.90443
    -4.24251    -7.76037    -3.60932    22.91870
